length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
1735,42,24,3,3
890,27,12,3,2
1746,114,24,3,3
883,124,11,3,3
492,76,6,2,2
622,138,7,2,3
1888,88,26,3,3
503,37,7,2,1
989,19,15,3,3
1175,103,15,3,3
292,53,4,1,2
1560,43,21,2,3
377,21,5,2,2
1909,199,27,4,5
1132,81,16,2,3
1786,126,24,3,4
394,149,3,3,4
319,95,3,1,2
1186,85,16,3,3
1907,23,27,4,3
711,74,9,2,3
200,76,2,2,2
1111,67,15,3,2
1965,146,26,4,4
1177,35,17,2,3
949,95,12,2,3
1937,123,25,3,4
647,67,9,2,2
1461,141,19,3,4
1198,19,19,4,3
1363,80,18,3,3
400,57,5,1,1
1506,93,20,3,3
1925,136,26,3,3
11,103,0,2,2
1509,165,19,4,4
689,189,7,3,3
1193,88,16,2,3
1274,7,20,7,7
643,43,8,2,2
900,180,11,3,4
1804,169,23,4,5
1840,21,29,4,4
1576,161,20,4,4
1314,67,18,3,2
217,66,3,1,1
1594,108,22,3,3
230,139,1,2,3
1229,134,16,3,4
1231,62,17,2,2
429,110,4,3,2
1727,19,26,4,4
50,188,0,3,3
685,57,9,2,2
1633,112,22,4,3
190,67,3,3,11
1215,97,16,4,4
1636,135,22,3,3
458,90,5,2,3
1818,112,25,3,3
1906,191,25,4,4
723,63,10,2,2
28,21,0,1,1
870,68,12,3,2
1636,40,22,3,3
66,100,0,1,2
1263,58,18,2,3
1181,28,16,3,3
739,183,8,3,4
67,39,0,1,1
1442,189,18,4,5
613,191,6,3,4
558,165,6,3,3
1334,100,18,3,3
721,136,8,2,4
530,30,7,2,2
316,19,5,2,1
107,40,1,2,1
997,99,13,2,3
1275,9,19,6,5
226,39,3,1,2
196,34,3,1,2
731,70,10,2,2
1567,129,21,3,4
742,25,10,2,2
1163,153,15,3,4
109,157,0,2,3
1050,134,13,3,4
1845,39,26,3,3
166,74,1,1,2
131,171,0,2,4
1123,68,16,2,2
1312,89,18,2,2
1147,134,15,3,3
865,90,11,2,3
1095,96,14,3,3
917,74,12,2,2
290,19,5,1,1
59,65,0,1,1
1540,93,21,2,3
30,10,1,0,0
1375,50,18,2,3
105,10,2,1,1
77,124,0,2,2
1994,127,26,3,4
1577,21,24,4,3
715,145,9,2,3
1953,123,26,4,4
126,181,0,3,4
31,132,0,3,2
1289,157,16,3,4
1686,158,22,4,4
1841,109,24,4,3
831,48,11,2,2
216,119,2,2,3
636,10,10,3,2
273,54,3,2,2
1107,162,14,3,4
280,57,4,1,2
1406,122,18,3,3
1839,176,24,4,4
1341,143,18,3,4
231,27,3,1,1
1907,13,30,7,6
1697,137,22,4,3
1112,39,16,2,3
1200,154,15,4,4
604,114,7,2,3
1847,45,26,3,3
645,91,8,2,2
464,32,7,1,1
802,79,26,12,2
1355,14,21,5,4
233,156,2,3,3
201,52,3,1,2
550,58,8,2,2
1522,148,27,4,3
1423,191,18,4,4
1098,18,17,3,3
884,105,12,19,3
94,192,0,4,4
233,39,3,2,1
722,155,8,3,12
590,48,8,2,2
422,127,4,3,15
695,113,8,2,3
485,8,8,4,16
1367,144,34,4,4
1831,104,25,4,4
758,169,8,4,4
1763,75,26,3,3
1969,61,36,3,3
885,64,12,3,2
1371,143,18,3,4
1284,101,24,3,3
1687,18,26,5,5
1932,108,27,4,4
23,63,0,1,2
1115,191,13,4,5
365,137,4,2,3
1358,8,21,8,6
1127,178,24,4,4
1291,41,20,3,2
900,187,11,3,4
1380,194,19,5,4
1590,188,20,4,5
490,160,4,2,3
375,198,3,3,4
14,175,0,3,4
1270,59,17,3,2
711,187,8,3,4
1105,99,15,3,3
1184,192,14,4,4
1075,30,15,3,3
1066,45,16,2,3
1006,134,13,3,3
1715,17,27,5,5
714,163,8,4,4
1424,141,33,5,3
550,183,5,4,4
44,159,0,3,3
1491,75,26,3,3
1484,5,24,11,11
1527,65,21,3,3
1796,107,24,3,4
898,86,12,2,2
1196,4,19,11,11
1415,36,19,3,3
602,5,9,6,4
1151,65,15,2,2
1410,79,19,3,3
1870,199,24,4,5
684,68,9,2,2
1732,74,23,3,3
704,84,8,2,2
506,107,6,2,3
865,105,11,3,3
36,102,0,2,2
1044,190,12,4,5
655,70,9,2,2
504,127,5,3,3
202,25,3,1,1
835,161,10,3,4
1426,144,18,3,4
785,61,11,2,2
1954,81,26,3,3
1618,22,25,4,4
1270,191,16,4,4
945,64,13,2,3
1354,184,17,4,4
1705,157,23,6,6
1607,193,29,5,7
1155,23,23,4,3
1781,181,33,6,6
1832,86,36,4,5
1371,46,27,4,3
1681,138,79,5,4
1332,23,33,5,4
1694,149,22,4,4
726,101,9,2,3
388,157,3,3,4
1891,19,30,4,4
841,126,10,3,3
1836,162,24,4,4
203,47,2,2,1
974,177,11,3,4
273,68,3,2,2
630,75,8,2,2
723,52,9,2,2
402,135,4,3,3
466,200,4,4,4
1424,52,19,3,3
1946,84,26,4,3
1411,196,17,4,5
290,20,5,1,2
1522,154,20,4,4
322,2,5,6,6
1559,105,21,3,3
1965,63,27,3,3
1633,115,22,3,4
1567,140,20,4,4
1890,165,24,4,4
958,112,13,2,3
681,97,9,2,3
403,133,4,3,3
982,93,13,2,3
746,132,9,3,3
45,169,0,3,3
693,120,8,2,3
20,31,0,1,1
186,192,0,3,4
555,11,9,3,2
325,132,3,3,3
1400,188,17,4,5
1697,186,22,4,5
670,65,9,2,2
677,80,9,2,2
587,198,5,3,4
171,131,0,3,3
655,165,7,3,3
1792,77,25,3,3
1240,65,17,3,2
136,6,2,1,2
212,127,1,3,2
809,121,10,3,3
1912,124,26,3,4
249,82,3,1,3
454,132,5,3,3
1305,33,18,3,3
1435,110,18,2,4
1096,143,14,3,3
477,90,5,1,2
555,196,5,4,4
1457,170,19,3,4
985,135,13,2,3
81,127,0,3,2
354,56,4,2,1
1455,113,19,3,3
783,185,9,3,4
814,59,11,2,3
535,71,7,2,2
997,67,13,2,3
472,60,5,1,1
354,179,3,3,4
69,4,1,1,1
574,154,6,3,3
461,197,3,3,4
271,94,2,2,3
871,57,12,2,2
1979,149,26,4,4
63,55,0,1,2
1576,62,22,3,3
512,54,7,1,1
1556,27,22,3,2
585,129,6,2,3
1564,61,21,3,2
1558,96,21,2,2
440,15,6,2,2
1285,181,16,4,4
1074,80,15,2,2
1271,172,16,4,4
488,1,7,18,16
1382,69,19,2,2
430,168,4,3,4
1687,159,22,3,4
651,150,7,3,4
1900,95,26,3,3
1885,52,26,3,3
1315,46,18,2,2
1177,167,15,3,4
955,12,15,4,3
806,80,10,2,2
1031,88,14,2,3
392,55,5,2,2
1758,74,24,3,3
1404,75,20,2,3
1172,111,15,3,3
1579,73,21,2,3
451,200,3,3,4
199,108,1,2,3
1428,27,20,3,3
1459,123,19,3,4
1281,42,18,3,2
316,132,2,2,3
1602,175,21,4,4
1550,198,20,4,5
1554,106,21,3,4
1237,39,18,2,3
824,158,10,3,4
1767,78,24,3,3
1967,177,26,4,4
58,22,0,0,0
1047,28,15,2,2
565,106,6,2,2
973,24,13,2,2
293,6,4,3,2
226,163,1,2,3
1231,172,15,3,5
127,137,0,2,3
1395,77,19,3,2
907,90,12,2,3
1936,128,26,4,3
1085,87,15,3,2
1754,145,23,4,4
973,89,13,3,2
508,82,7,2,2
279,23,4,1,1
863,122,10,3,3
1293,180,16,4,4
337,192,3,3,4
1230,161,16,3,4
1268,143,16,3,4
412,197,3,3,4
923,50,13,2,2
264,14,4,1,1
1306,25,18,3,3
1775,99,24,3,4
727,121,8,3,3
1984,149,26,3,4
117,177,0,3,4
750,156,9,3,4
234,150,1,3,3
1390,144,17,3,3
454,115,5,2,3
153,178,0,3,4
1759,190,23,4,4
145,17,2,1,1
988,90,13,2,3
1540,64,21,3,3
763,34,10,2,2
239,151,2,2,3
1527,195,20,4,4
1572,10,24,7,6
443,144,4,2,4
1612,198,20,4,4
208,74,2,1,2
1805,176,24,4,4
580,145,6,3,3
741,67,10,2,2
1465,45,20,3,2
530,95,6,2,3
297,196,1,3,4
242,18,3,1,2
835,26,12,2,2
1391,137,18,3,3
1011,41,20,2,2
559,107,9,3,3
1929,168,25,5,5
62,81,0,1,2
817,190,9,4,4
42,173,0,3,4
617,73,8,2,2
171,137,0,3,3
95,11,1,1,2
1633,165,21,4,5
111,28,1,1,1
1725,197,22,4,5
2000,16,31,6,5
1112,169,13,3,4
1890,199,38,5,8
1126,165,15,3,4
915,61,12,3,2
72,171,0,3,4
1899,54,26,3,3
1484,180,19,4,4
895,4,14,9,8
1694,161,22,4,4
1550,46,22,3,3
1784,153,23,4,4
1503,114,20,3,3
1026,182,12,3,4
1465,69,20,3,3
1608,5,25,13,11
89,163,0,3,4
815,29,12,2,2
755,73,10,2,2
1042,58,14,2,2
17,30,0,0,1
1117,38,15,3,2
39,22,1,1,1
1124,49,16,2,3
1495,162,19,4,4
1566,1,24,55,50
1060,65,14,2,2
1285,47,18,2,3
723,174,8,3,4
214,28,3,1,2
1063,91,14,2,3
1527,146,20,3,4
817,62,11,2,3
489,133,5,3,3
270,35,3,1,1
524,140,5,3,3
1482,36,21,3,3
1402,179,18,4,4
481,82,6,2,2
1377,104,18,3,4
1955,95,27,3,4
1093,124,13,2,3
277,111,2,2,3
5,152,0,3,3
1204,8,19,7,6
671,73,9,2,2
159,171,0,3,4
1983,65,27,3,4
532,43,7,2,2
1854,24,26,4,4
1012,28,14,3,3
1114,102,15,3,3
1151,52,16,2,3
1671,166,22,4,4
741,23,11,2,2
1478,12,23,6,5
1094,109,14,3,4
1669,117,22,3,3
626,174,7,3,4
378,162,3,3,4
879,94,11,2,2
1659,131,21,4,3
74,30,0,1,1
1977,14,31,6,6
1601,90,21,2,3
873,25,12,2,2
1238,120,16,3,3
493,100,6,2,3
1869,132,25,4,4
562,165,6,3,4
651,99,8,2,2
419,33,5,2,1
1202,21,18,3,4
1200,74,16,3,2
1578,131,21,3,4
1530,81,20,3,3
1934,140,26,3,3
1489,83,20,2,2
465,58,6,2,2
89,112,0,2,2
1013,194,12,4,4
823,52,11,2,2
1241,89,16,3,3
1588,45,22,2,3
255,39,3,2,1
1992,134,27,3,3
1446,26,20,3,3
1268,34,18,3,2
1143,153,39,4,4
1272,9,20,7,5
491,66,6,2,2
1374,116,18,4,3
296,115,3,2,3
1833,116,25,3,4
2000,169,26,4,4
1514,48,21,3,2
837,127,11,2,3
806,115,10,2,3
688,62,10,2,3
1926,51,27,4,3
1008,184,12,4,4
1132,145,15,2,3
556,119,6,2,2
1835,29,26,4,3
1021,176,12,4,4
1863,54,26,3,3
1428,11,22,5,5
1694,183,21,4,4
1183,130,15,3,4
1494,173,19,3,4
195,30,2,1,2
990,49,13,2,2
1912,33,27,3,4
1022,120,13,3,3
1782,104,24,3,3
1742,149,23,4,4
1076,55,14,2,2
1671,152,22,4,4
1491,8,23,7,8
36,178,0,3,4
1406,132,18,3,3
489,149,5,3,3
217,140,2,2,3
976,9,15,5,5
1179,98,16,3,3
669,58,9,2,2
1156,72,15,3,3
984,167,12,3,4
1669,4,26,16,13
287,44,4,1,1
564,184,6,3,4
1920,19,30,5,4
1289,165,17,3,4
494,11,7,3,2
152,65,1,1,2
1262,200,16,4,5
697,187,8,3,4
1232,37,17,3,2
494,93,6,2,2
1116,40,15,3,2
1529,197,19,5,4
399,67,5,2,2
1451,102,20,3,3
461,67,5,2,2
1655,160,22,3,4
810,57,11,2,3
406,180,3,3,4
1897,164,24,4,4
805,59,11,2,2
947,187,11,3,4
891,107,11,2,2
106,150,0,4,5
1735,23,37,6,6
584,126,10,3,4
41,103,0,3,3
944,37,19,3,3
580,111,10,3,4
753,129,13,3,4
1642,150,31,5,6
474,23,10,2,2
1156,126,22,4,5
1475,200,18,5,5
1249,20,51,5,4
1781,145,23,4,4
227,12,3,2,1
747,11,12,3,3
1298,118,17,3,4
248,159,2,2,3
677,168,7,4,4
405,184,3,3,4
750,79,10,2,3
1450,165,19,3,4
1783,186,23,4,4
1091,60,15,2,2
1856,57,26,3,3
321,140,3,3,3
400,180,3,3,4
1658,190,21,4,4
706,131,9,2,4
1505,31,21,4,3
860,122,11,2,2
946,146,11,3,3
1554,176,19,3,4
1193,80,16,2,3
675,188,7,3,4
50,67,0,2,1
484,94,6,2,2
1965,80,26,4,3
175,13,2,2,1
877,58,12,2,2
169,97,1,2,2
1212,47,40,13,3
1884,39,27,3,3
1269,192,16,4,4
107,15,2,1,1
837,134,10,3,4
118,90,1,1,2
1939,186,25,4,4
237,192,0,4,4
1437,164,18,4,4
1497,144,20,3,4
456,54,6,2,2
838,118,10,3,3
1181,44,16,3,2
196,174,0,3,4
520,167,5,3,4
1399,16,21,4,4
277,30,3,1,1
182,188,0,3,4
1936,9,31,8,7
902,184,10,4,4
1617,183,20,3,4
13,65,0,1,1
1257,23,18,3,3
1256,157,16,3,4
860,181,10,4,4
426,27,6,1,2
157,131,0,2,3
921,103,12,3,3
1262,188,15,4,4
683,191,7,3,4
617,39,9,2,1
543,146,6,3,3
1562,84,21,3,3
945,27,13,3,2
622,67,8,2,2
1785,126,23,4,3
1460,131,19,3,4
635,143,7,3,3
1485,54,21,3,2
1240,93,16,2,3
444,184,4,3,4
532,99,6,3,2
1350,14,20,5,4
402,38,5,2,1
33,28,0,1,1
1436,116,19,3,3
715,103,9,3,2
867,86,11,3,2
1802,139,24,4,4
760,195,8,4,4
1529,126,20,3,3
1583,132,21,3,3
795,176,9,3,4
276,33,4,1,2
196,142,1,2,3
1361,21,21,4,3
1000,194,11,4,5
20,198,0,4,4
603,162,6,3,4
974,38,13,2,3
1761,102,23,3,3
1958,123,26,4,3
1196,183,15,3,4
1736,112,23,3,3
1722,31,24,3,3
308,180,2,3,4
1577,141,21,3,4
1516,61,20,2,2
1831,127,24,3,4
900,139,11,3,4
1492,73,20,3,2
1867,156,25,3,4
1258,100,17,2,2
178,41,2,1,1
1580,32,22,3,3
944,147,11,3,3
738,24,10,2,2
49,83,0,1,2
169,146,0,3,3
159,169,0,3,3
1826,184,23,3,4
1887,192,24,4,4
773,116,10,2,3
1157,136,15,3,4
747,65,9,2,2
645,21,10,2,2
387,62,5,1,2
50,197,0,3,4
698,191,7,3,4
1136,65,15,2,2
1468,65,19,2,3
28,70,0,2,2
1199,69,16,2,3
929,189,11,3,4
547,143,6,2,3
201,146,1,2,3
1099,9,17,5,5
793,117,10,2,3
289,98,2,2,3
229,38,3,1,2
158,91,1,2,2
1703,145,23,3,4
1294,120,16,2,3
1298,53,18,2,3
1361,6,21,9,8
315,2,5,6,6
1365,120,18,3,3
574,37,8,2,2
1722,133,23,4,4
1438,132,19,3,3
887,58,11,2,2
1402,199,17,3,4
1580,194,19,4,4
849,44,11,1,1
1524,44,21,3,2
965,197,11,4,4
643,32,8,1,1
1852,133,26,3,4
1043,32,14,3,2
466,160,4,3,4
579,191,6,3,5
689,66,9,2,3
1976,30,28,4,3
1963,86,27,3,3
1839,178,24,4,4
717,58,9,2,2
1317,151,16,4,4
1435,105,20,3,3
727,42,10,2,2
269,118,2,2,3
685,70,9,2,2
251,31,3,1,1
1656,63,23,3,3
1326,53,18,3,3
1254,155,16,3,4
237,15,4,1,1
250,15,4,1,1
430,4,6,5,29
1829,9,29,8,7
813,42,11,2,3
1620,81,22,3,3
15,156,0,2,3
76,134,0,2,3
1415,53,19,3,2
1544,190,19,4,4
579,85,7,2,2
1348,154,17,3,4
1571,172,20,4,5
1035,65,14,2,2
1126,146,14,3,4
527,81,7,2,2
669,130,8,3,3
465,95,8,4,12
82,49,0,2,1
28,194,0,3,4
433,159,4,3,4
42,131,0,2,3
1521,189,19,4,4
1736,69,24,3,3
1451,197,18,4,4
906,86,12,2,3
302,66,3,2,2
768,197,8,4,4
176,142,1,2,3
1600,118,21,3,4
404,27,5,1,1
384,4,6,4,4
1057,56,19,2,3
939,188,11,3,4
14,123,0,2,3
1280,85,17,3,3
1175,35,17,2,2
722,48,10,2,2
1172,104,15,3,3
291,200,1,4,4
1393,35,19,3,3
1163,132,15,3,4
439,145,5,2,3
656,194,7,3,4
673,100,8,3,2
795,82,10,3,2
1307,116,17,3,3
1787,200,22,4,5
456,12,7,2,3
1206,156,15,3,4
1364,86,18,3,3
1231,61,17,2,3
712,175,8,3,4
391,161,4,3,3
1535,29,22,3,3
1977,162,26,4,4
993,1,16,35,32
162,59,1,2,1
1158,72,16,2,3
857,176,10,3,4
1042,20,16,2,3
286,92,3,2,2
361,161,3,2,3
596,26,8,1,1
82,17,1,0,1
297,19,5,1,2
195,156,1,2,4
277,81,3,2,2
643,9,10,4,3
1454,139,18,3,4
232,94,3,2,2
445,139,4,3,3
1595,199,20,4,5
958,164,11,4,4
899,11,14,4,3
701,123,9,3,3
957,50,13,2,2
888,102,11,2,3
166,149,0,2,3
1148,129,15,3,3
1416,27,20,3,3
945,15,15,3,3
449,124,5,2,3
1615,12,25,6,5
809,121,10,2,3
1068,57,15,2,3
907,32,12,2,2
651,24,9,2,2
853,124,11,3,3
789,184,8,4,4
763,193,8,4,4
1157,71,15,3,2
480,29,6,1,2
1258,186,15,4,5
760,145,9,3,4
475,16,8,1,2
893,170,10,4,4
1977,79,27,3,3
1137,37,16,3,2
1965,62,28,3,3
1390,34,19,3,3
189,4,3,2,2
196,97,2,2,2
468,110,5,2,2
1576,162,20,4,4
1764,139,23,3,4
192,54,2,1,2
1103,200,13,4,4
618,173,7,3,4
1731,102,24,3,3
1880,8,29,10,8
392,83,4,1,2
1854,34,26,3,4
241,89,2,2,2
438,168,4,4,3
1293,70,17,3,2
1321,45,18,3,2
745,66,10,2,3
1408,144,18,3,4
564,62,8,1,2
451,140,5,3,3
585,186,6,3,4
835,91,11,2,2
65,73,0,2,2
936,40,13,2,2
1236,167,15,3,4
974,16,15,3,3
742,168,8,3,4
343,154,3,2,3
410,126,4,3,2
1013,97,13,3,3
1756,15,27,6,5
760,182,9,3,3
1257,169,16,4,4
836,68,11,2,3
1728,150,22,4,4
1144,18,17,4,3
1110,72,15,3,2
772,177,9,3,4
1151,182,14,4,5
1382,97,19,2,2
1968,6,47,22,20
501,144,5,3,4
1440,24,28,4,3
866,1,14,58,38
1203,50,16,3,2
970,96,12,2,2
904,14,14,3,3
1612,14,25,5,5
1254,104,17,3,4
197,117,1,2,2
168,16,3,1,1
435,114,5,3,4
58,163,0,4,5
1568,122,21,3,3
1570,127,21,4,4
1435,182,18,4,4
725,166,8,3,4
1412,45,26,3,4
544,154,6,3,4
282,42,3,1,1
1876,85,28,4,3
1715,84,28,3,4
477,152,4,2,3
112,162,0,2,4
1619,156,21,4,4
708,24,10,2,2
1461,43,20,3,3
674,130,8,2,3
1543,62,21,3,2
373,161,5,3,3
1914,151,26,4,5
405,91,5,2,3
888,42,13,2,3
1209,181,15,4,5
476,1,7,19,16
1037,182,12,4,4
584,115,8,4,4
1992,122,27,4,4
1281,68,18,2,3
1711,195,22,4,5
1268,4,19,12,11
1518,160,20,4,4
490,132,5,3,3
1191,174,15,3,3
612,70,8,2,2
574,109,7,2,3
855,180,10,3,4
1548,184,33,4,5
1825,67,44,6,4
1489,118,20,3,3
823,156,9,3,4
49,182,0,3,3
618,186,6,4,4
722,139,8,3,4
1673,65,23,4,3
1519,9,24,7,7
851,49,11,2,2
391,94,5,2,2
1445,68,20,2,2
966,54,13,2,2
757,8,11,5,4
422,177,3,3,3
901,85,11,3,3
1942,40,28,3,3
9,168,0,3,4
161,123,1,2,2
1245,17,19,3,3
1821,63,26,2,2
1391,200,17,4,5
905,143,11,3,3
1702,130,23,3,4
461,5,8,4,3
1731,141,23,4,4
288,158,2,2,3
617,149,7,3,3
1406,65,19,3,3
547,167,6,3,3
673,38,9,2,2
1789,104,24,3,4
1674,194,21,4,5
1376,39,20,2,3
357,4,6,4,3
1546,182,19,4,5
978,193,11,4,4
1375,160,18,3,4
896,77,12,2,2
1638,67,23,2,2
1703,18,26,5,4
73,121,1,2,2
1944,91,27,3,3
1598,23,22,3,4
1723,31,25,3,3
803,61,11,2,3
593,188,6,3,3
1260,23,18,3,3
778,79,10,2,2
649,118,8,2,2
1666,154,21,4,4
883,168,10,4,4
372,117,3,3,3
1536,8,24,8,7
1425,111,18,2,3
1867,191,25,4,5
260,85,3,2,2
440,170,4,3,3
1189,153,15,3,4
824,175,9,3,3
1889,51,27,3,3
1601,189,21,4,5
946,111,11,2,3
540,140,6,3,3
195,101,1,1,2
1419,15,22,5,4
208,126,1,2,3
1476,141,19,4,4
995,14,16,3,4
380,90,4,2,2
636,159,6,2,3
378,30,6,1,2
679,114,9,2,3
376,200,2,4,4
365,155,3,3,3
1890,108,25,3,3
1003,95,13,2,2
1968,167,25,4,4
1963,88,26,3,4
970,7,16,6,5
559,169,5,3,3
1473,137,20,3,4
1340,45,18,3,2
1891,34,27,3,4
1512,42,21,3,3
226,48,2,2,1
206,75,2,2,2
1533,157,20,4,4
608,67,8,2,2
179,39,2,1,1
1685,111,22,4,3
53,198,0,3,4
746,115,9,3,3
108,12,2,1,1
1725,6,27,11,10
510,85,6,2,3
396,147,4,2,3
1956,122,26,4,4
597,31,9,2,2
1023,17,15,3,3
1640,75,22,2,2
236,49,3,1,1
249,119,2,2,3
768,37,10,2,2
931,198,10,4,4
1465,68,20,3,3
471,43,6,2,1
892,106,11,3,3
936,141,12,3,3
1353,50,19,3,3
941,121,11,3,3
1747,191,23,4,4
1313,75,18,3,3
802,3,13,10,9
666,118,8,2,2
217,42,2,1,1
633,152,6,2,3
196,12,3,2,1
1934,72,27,3,3
1035,92,14,3,3
319,114,3,2,2
1999,102,27,3,3
1014,42,14,2,3
574,179,5,3,4
1780,138,23,4,4
181,158,0,3,3
925,17,14,3,2
1691,155,22,4,4
1361,43,19,3,2
1923,105,27,3,3
844,40,12,2,2
400,21,6,1,2
272,148,2,2,3
686,122,9,2,4
1670,29,24,3,3
608,29,8,2,2
37,129,0,2,3
1665,54,23,3,3
1827,62,25,3,3
1990,127,27,3,3
32,68,0,2,2
233,157,1,2,3
50,150,0,3,3
1776,1,27,62,56
1855,160,24,4,4
1508,189,19,4,4
614,112,7,3,3
128,114,0,2,2
1126,107,15,2,3
491,87,6,2,2
1616,174,20,4,4
407,64,5,2,2
956,179,12,3,4
402,137,4,3,3
317,145,3,2,3
1440,109,19,3,3
135,69,1,1,2
1615,9,25,8,7
446,105,5,2,3
1765,78,25,3,3
1678,99,22,3,4
242,135,2,3,3
1237,54,17,2,3
1186,155,14,4,4
1077,82,15,2,3
240,105,2,2,2
666,154,7,2,4
1159,70,15,3,2
875,188,10,4,4
1477,97,20,3,3
1439,141,18,3,3
1473,107,19,3,4
1445,50,20,2,2
1804,21,28,4,4
1001,75,14,2,2
1947,97,41,12,6
1035,51,14,2,2
1398,5,22,10,10
1137,163,14,4,5
1213,27,17,3,3
1625,87,22,3,3
1453,15,23,5,4
1439,56,19,2,3
1250,177,16,4,4
812,138,10,3,3
1356,68,19,3,2
1177,173,15,3,3
1773,34,25,3,3
1060,58,14,2,2
153,143,1,2,3
294,99,2,1,2
686,103,8,3,3
1687,13,26,6,5
763,93,10,2,3
1544,75,21,2,3
1410,12,22,5,4
533,188,5,3,4
1936,1,30,68,62
75,192,0,3,4
1391,50,19,3,3
323,3,5,5,4
1920,31,27,4,3
1326,136,17,3,4
511,25,7,2,2
1700,117,23,3,3
204,62,2,1,1
1772,96,24,3,3
1986,12,31,7,7
439,115,5,2,2
237,67,2,1,2
427,44,6,2,2
1552,155,20,4,4
922,40,13,2,2
1854,19,28,4,5
1880,19,29,4,4
145,141,0,3,3
1535,17,23,5,4
536,128,6,3,3
709,50,10,2,2
120,124,0,2,3
464,13,8,2,2
892,175,10,4,4
1641,42,23,3,3
1018,126,13,2,4
813,82,11,2,3
1776,36,25,3,3
1743,137,23,3,3
44,132,0,3,2
1743,183,22,4,4
346,31,5,1,2
309,197,2,3,4
1694,122,23,3,3
1998,122,27,3,3
579,92,7,2,3
521,159,6,3,3
709,98,9,2,2
702,121,8,3,3
1071,195,13,4,4
659,48,8,1,2
1719,61,23,3,3
794,180,9,3,4
1771,58,25,3,3
432,88,5,2,3
1570,61,22,3,2
182,111,1,2,2
661,13,10,2,2
464,188,4,4,4
414,122,4,3,2
1792,153,24,3,4
498,156,5,3,3
1482,22,23,4,3
824,59,11,2,2
33,134,0,2,3
806,8,13,4,4
1651,58,23,3,3
1076,94,14,3,3
1106,11,18,4,4
1662,90,23,3,3
1714,128,22,3,4
178,137,1,2,2
139,37,2,1,1
912,195,11,3,5
1091,15,17,4,3
1572,199,20,4,5
583,38,8,1,2
829,177,9,3,5
131,189,0,3,3
553,147,6,3,3
1846,59,26,3,3
1737,196,22,4,5
969,185,11,4,4
561,72,7,2,2
740,6,11,4,4
723,174,8,3,4
1316,136,17,3,3
1409,40,19,3,3
299,5,5,2,3
1775,179,22,4,5
498,72,7,2,2
1509,77,20,3,3
1939,171,26,4,5
1353,63,19,2,2
832,40,12,2,2
1625,37,23,3,3
428,89,5,2,2
1479,155,19,4,4
1047,154,13,3,4
1481,120,19,4,3
1186,168,15,3,4
1288,102,17,3,3
1000,132,13,3,3
457,22,7,1,2
474,57,6,2,2
1671,34,24,3,3
1549,15,24,5,4
437,76,6,2,2
235,43,2,1,1
750,51,10,2,2
1337,24,18,3,2
997,38,14,3,2
602,148,7,2,4
1937,67,27,3,3
192,36,2,1,1
588,23,8,2,2
237,83,2,2,2
1617,170,21,3,4
1123,20,17,4,3
340,8,5,2,2
833,131,11,2,3
671,45,9,2,2
455,96,5,2,2
1067,166,13,4,4
1083,24,15,3,3
1398,7,63,22,7
1033,27,15,3,2
1149,115,15,3,3
309,132,2,3,3
180,156,1,3,3
142,135,0,3,3
1582,27,23,3,4
1830,14,28,6,5
1455,114,19,4,3
43,59,0,2,1
1613,137,26,4,3
1445,135,19,3,4
26,59,0,2,1
618,79,8,2,2
915,142,12,3,3
1777,6,27,12,10
1471,189,19,4,5
974,51,13,2,2
1375,7,21,8,7
1255,77,17,2,3
493,145,5,3,4
654,91,9,2,3
33,2,1,1,1
522,137,6,3,3
1859,144,25,3,3
1431,170,18,3,4
1198,1,19,42,39
1868,73,61,4,3
1484,144,38,27,5
1555,35,21,4,3
1385,109,18,2,3
1577,138,21,3,4
1523,22,24,4,4
776,153,9,3,4
240,49,3,1,2
1304,73,18,3,2
989,147,12,3,3
947,67,13,2,2
1220,111,16,3,3
1517,174,19,4,4
1676,24,24,4,3
770,126,9,3,3
827,130,10,3,3
1841,37,26,3,3
1752,182,23,4,5
1592,47,22,2,2
1409,58,19,3,2
1264,120,17,3,3
1437,191,17,3,4
694,53,10,1,1
550,68,7,2,2
1908,66,26,3,3
168,167,0,2,4
1257,70,17,2,2
287,67,4,1,2
99,118,0,2,3
1163,184,14,3,5
1617,187,20,5,4
1519,100,21,3,3
1346,143,18,3,4
1997,13,31,7,6
322,161,2,3,4
1524,163,19,4,4
455,138,5,2,3
1603,62,22,3,3
1996,44,28,4,3
1445,57,20,3,3
607,39,8,2,2
977,50,13,2,2
332,182,2,3,4
634,79,8,2,2
807,9,13,4,4
1779,105,23,2,3
45,105,0,2,3
691,40,10,1,1
1680,91,22,3,3
91,20,1,1,1
1266,180,16,4,4
1316,195,16,4,5
281,177,2,3,4
1858,41,26,3,3
402,11,6,2,2
1161,91,15,3,2
468,47,6,1,1
2,132,0,3,2
516,43,7,2,2
762,61,10,2,3
1975,145,26,4,4
1160,56,16,2,2
489,86,6,2,3
96,159,0,3,3
1968,113,27,3,3
1253,29,17,2,3
1874,79,25,3,3
60,120,0,2,3
1603,183,21,3,4
786,33,11,2,2
591,194,6,3,4
967,174,11,3,3
1941,101,26,3,4
331,63,4,1,1
541,176,5,3,4
540,40,7,1,1
236,70,2,2,2
882,56,12,3,2
282,87,3,2,2
1685,148,23,3,3
